dist_40
425
425
422
428
421
417
418
422
427
420
418
422
425
421
420
425
421
423
422
423
415
418
421
423
420
425
423
426
422
425
419
426
426
421
425
420
424
418
424
421
421
417
427
418
423
421
422
425
421
419
417
421
421
420
420
421
424
420
424
419
420
417
421
423
420
422
421
423
419
424
419
423
422
425
419
419
420
419
420
420
420
421
423
423
424
418
418
420
426
421
425
418
420
424
425
427
418
419
419
421
419
423
421
414
424
414
419
421
423
420
428
423
420
427
420
421
422
425
422
421
423
421
424
426
423
422
418
422
419
420
422
423
422
422
421
427
424
420
422
423
420
422
426
415
428
423
418
419
423
425
423
422
420
423
427
423
422
419
425
422
425
423
417
423
419
423
418
417
419
419
423
420
425
418
419
422
421
419
419
424
423
422
424
421
419
420
418
419
423
426
422
425
417
421
420
421
422
420
425
420
427
423
422
425
422
418
422
424
420
421
425
420
426
422
419
424
428
424
422
420
419
422
423
421
418
423
424
424
421
421
422
420
424
427
427
420
423
424
421
419
424
425
423
416
428
423
424
422
425
422
421
424
424
422
420
419
421
423
419
421
419
418
422
423
428
422
426
420
425
417
428
418
421
423
421
426
418
416
422
424
423
425
415
423
419
423
422
420
423
421
423
424
421
425
424
419
424
419
424
415
418
424
420
417
425
417
420
417
417
421
426
420
419
423
421
424
426
423
426
419
423
418
420
418
420
419
427
422
421
423
418
422
420
417
420
423
423
426
421
423
419
421
425
420
415
422
423
423
425
421
421
413
427
426
422
418
422
422
417
422
421
423
416
426
427
421
423
423
420
419
419
422
421
424
426
419
421
422
419
421
421
424
421
427
423
424
424
425
421
424
418
426
421
424
427
419
423
421
423
423
418
429
418
422
422
422
419
424
423
425
420
422
425
426
425
421
422
422
422
419
424
425
419
423
418
418
421
424
420
426
426
421
420
421
423
420
423
425
422
422
423
421
423
418
424
421
420
423
423
419
422
422
417
426
421
416
421
419
421
424
425
420
423
421
422
420
419
424
424
421
424
419
417
419
423
424
428
427
420
417
422
424
421
426
423
424
420
418
422
422
429
426
426
424
424
415
420
423
424
424
424
420
423
424
422
424
425
418
421
418
421
426
418
422
423
424
416
418
423
419
425
420
422
419
419
425
421
421
425
422
423
423
427
422
425
415
425
425
417
422
421
421
426
419
426
416
425
419
421
422
421
417
420
422
418
423
