dist_10
113
116
114
115
114
115
116
117
114
116
117
113
113
113
114
115
114
115
112
114
115
113
116
116
112
113
114
113
113
114
115
115
116
115
112
112
115
114
112
116
116
115
114
113
115
114
113
115
115
112
113
115
113
114
110
114
114
114
114
114
114
115
112
112
116
114
115
114
114
115
114
114
115
114
116
112
116
115
115
114
115
115
117
113
114
113
116
115
115
112
113
113
115
114
114
113
117
114
114
115
113
113
115
116
114
116
116
116
117
115
114
116
115
115
114
113
115
114
115
114
114
113
114
115
115
115
113
112
114
113
114
115
117
115
113
115
113
112
112
116
114
113
115
113
115
113
115
116
114
114
115
116
114
113
113
115
111
114
115
114
116
112
115
115
112
114
115
115
115
114
115
115
116
114
115
112
115
111
115
115
114
113
114
113
114
115
114
111
112
113
114
116
112
113
116
115
113
113
114
113
113
114
116
116
113
115
114
114
114
116
114
115
116
114
114
114
111
116
114
115
112
110
113
113
112
114
114
115
114
114
115
113
112
116
114
115
116
112
113
115
114
114
114
114
114
114
113
112
117
112
114
112
115
115
112
113
114
118
114
115
116
114
114
114
113
113
113
114
113
113
117
113
114
117
115
113
112
116
115
116
114
113
112
112
115
114
112
112
114
111
116
113
116
115
116
117
114
115
113
114
115
115
115
114
113
114
113
115
114
115
112
114
113
113
115
114
114
114
112
113
114
113
115
116
113
111
112
114
112
110
114
112
114
114
112
114
116
113
112
114
112
112
117
112
114
113
112
112
116
114
114
113
115
113
112
114
114
114
111
116
116
116
114
114
114
115
116
114
114
117
114
113
112
111
117
115
113
115
115
114
116
114
116
114
113
114
114
113
113
116
116
114
115
113
117
112
113
115
114
114
114
115
113
116
112
113
114
113
114
116
116
115
114
113
113
113
116
114
113
113
116
113
114
114
115
116
112
115
114
113
113
114
115
114
115
116
114
115
114
114
115
115
114
114
113
114
113
113
112
114
114
113
116
113
116
114
114
115
112
117
114
115
113
113
113
114
114
114
112
115
113
114
113
116
115
115
115
114
114
113
114
112
113
113
114
112
110
116
115
115
115
114
113
112
114
114
114
116
115
112
114
116
113
115
112
114
115
113
113
114
116
115
114
117
111
116
115
114
115
113
113
113
114
114
113
116
114
113
112
114
116
