dist_80
808
823
831
811
825
828
835
830
823
823
827
818
829
823
818
821
821
831
826
851
828
826
826
834
818
819
828
831
817
815
827
830
821
817
836
810
810
823
823
839
819
822
825
832
831
819
826
817
830
834
827
845
824
828
818
816
834
846
830
835
819
821
812
826
834
810
820
829
823
828
829
843
816
832
815
830
830
827
821
817
823
822
827
831
831
821
830
816
827
819
817
830
822
834
836
825
825
813
838
834
841
826
834
828
819
822
828
832
821
826
838
824
829
838
828
821
815
828
823
828
835
829
841
827
828
824
838
830
833
826
826
824
829
829
824
818
840
828
828
833
836
834
822
821
819
835
826
825
812
831
822
823
812
825
831
821
827
835
832
839
834
831
825
831
835
839
827
822
819
822
818
830
824
824
820
825
839
817
831
826
821
832
827
828
831
822
827
833
828
823
851
819
816
831
829
834
818
824
824
838
832
811
826
814
826
820
830
828
799
831
828
837
820
828
828
815
841
819
812
831
828
820
838
825
817
832
823
817
825
816
832
825
829
823
846
819
823
828
820
831
825
824
831
831
817
832
816
823
831
831
834
840
819
822
820
837
832
838
822
821
822
840
836
811
839
825
823
838
826
841
828
821
840
829
832
825
822
815
831
819
815
823
822
820
829
824
825
831
830
839
842
819
818
820
828
819
826
831
839
825
837
810
818
826
834
827
827
817
818
818
821
828
827
811
833
836
823
814
827
827
820
820
840
836
817
836
815
824
828
822
832
817
828
825
822
824
829
830
832
825
825
823
835
835
829
829
815
827
818
830
825
821
812
836
817
826
812
813
831
815
821
821
827
827
834
820
827
814
832
823
829
826
826
835
829
829
834
825
814
826
816
825
839
818
827
818
886
814
822
814
825
819
832
821
822
826
825
818
845
822
810
829
825
826
812
809
829
821
830
830
831
827
824
817
823
822
820
836
822
825
828
830
824
832
833
803
803
826
825
816
825
829
828
828
816
820
833
825
828
812
828
827
831
823
824
844
828
826
828
831
829
805
814
816
824
828
820
835
824
843
813
845
823
827
811
827
836
830
819
820
817
826
825
835
825
832
830
838
822
825
833
816
824
821
816
839
839
814
846
827
813
823
830
808
826
807
820
826
822
825
836
819
824
830
828
828
842
823
813
812
826
837
823
825
832
827
817
824
814
826
826
817
818
836
823
828
808
813
831
807
828
823
828
